Date,Opening,User,Rating_dif,winner
10/18/16,C40,3,25,0
10/18/16,C41,3,514,0
10/10/16,C43,3,414,0
10/11/16,B10,3,144,0
10/19/16,C21,3,12,0
10/20/16,C45,3,9,0
10/20/16,C20,3,6,1
9/28/16,C43,3,43,0
10/20/16,D00,3,70,0
10/1/16,C40,3,96,0
10/20/16,C42,3,525,1
10/20/16,C20,3,50,1
10/20/16,C45,3,30,1
10/20/16,C40,3,27,0
10/21/16,C26,3,12,0
10/23/16,C40,3,56,1
10/15/16,D20,3,97,1
10/16/16,C41,3,107,1
9/30/16,C20,3,36,1
11/4/16,C45,3,44,0
11/4/16,B00,3,31,1
10/20/16,C40,3,441,1
11/5/16,C45,3,51,0
10/10/16,D11,3,15,1
11/6/16,C40,3,29,0
10/9/16,A00,3,25,0
8/28/16,C40,3,12,0
11/6/16,C45,3,80,1
11/6/16,C42,3,60,1
11/7/16,A40,3,14,1
10/9/16,C42,3,146,1
11/8/16,C42,3,57,0
10/22/16,C45,3,29,0
11/10/16,C40,3,539,1
11/5/16,C41,3,443,1
11/12/16,C45,3,48,1
10/19/16,C42,3,97,1
11/12/16,B00,3,57,0
10/17/16,A00,3,19,0
11/12/16,C42,3,20,0
10/14/16,C40,3,56,0
10/16/16,C41,3,97,1
11/5/16,C00,3,10,0
11/14/16,B01,3,21,0
10/14/16,C41,3,129,1
11/16/16,B10,3,63,0
9/24/16,B01,3,121,1
11/18/16,C20,3,15,0
11/18/16,C45,3,43,0
11/12/16,B23,3,90,1
11/18/16,C40,3,108,0
11/8/16,C41,3,125,1
10/11/16,C41,3,141,0
10/24/16,C13,3,33,1
11/11/16,C42,3,476,1
11/20/16,C42,3,503,1
10/25/16,C44,3,133,0
10/5/16,C45,3,41,0
11/19/16,C45,3,113,0
8/29/16,C42,3,73,1
11/19/16,D06,3,155,0
11/19/16,C40,3,167,0
11/26/16,C41,3,529,1
11/28/16,C43,3,510,0
11/10/16,C47,3,99,1
12/2/16,C20,3,23,1
12/3/16,C24,3,34,1
12/3/16,B00,3,23,1
11/3/16,C20,3,22,0
12/3/16,C42,3,32,1
12/3/16,A06,3,40,0
11/20/16,C43,3,440,1
11/26/16,C41,3,138,1
12/3/16,D02,3,60,0
12/3/16,B40,3,54,0
12/4/16,C45,3,33,0
12/4/16,A20,3,43,0
12/4/16,C40,3,26,0
12/5/16,B07,3,5,1
12/5/16,B01,3,109,0
12/5/16,D00,3,42,1
12/5/16,C43,3,531,1
12/5/16,C42,3,501,0
12/5/16,C42,3,503,1
11/26/16,C45,3,170,0
12/3/16,C40,3,439,1
11/12/16,C40,3,53,1
11/21/16,C41,3,142,1
11/20/16,D06,3,16,1
11/16/16,C42,3,142,1
12/10/16,B00,3,399,0
12/10/16,C41,3,401,1
12/10/16,D00,3,387,0
12/12/16,C41,3,353,0
12/12/16,C43,3,325,0
12/13/16,C41,3,15,1
12/13/16,C40,3,19,1
12/7/16,C00,3,26,1
12/14/16,C43,3,30,1
12/14/16,C45,3,11,1
10/10/16,C45,3,220,1
12/6/16,C44,3,151,0
12/15/16,C42,3,50,1
12/15/16,B01,3,105,0
12/17/16,C42,3,61,0
12/4/16,C40,3,109,0
12/19/16,C43,3,397,1
12/19/16,C43,3,400,1
11/6/16,C40,3,48,1
12/6/16,C45,3,41,0
12/21/16,C43,3,433,1
12/22/16,C42,3,64,1
12/22/16,C00,3,14,1
12/6/16,C41,3,403,0
12/23/16,C40,3,3,1
12/23/16,B01,3,64,0
11/14/16,C20,3,12,0
12/23/16,D20,3,40,0
12/3/16,C40,3,8,0
12/17/16,C62,3,110,1
12/24/16,C26,3,14,0
11/20/16,C36,3,88,0
12/24/16,D00,3,30,1
12/24/16,C42,3,22,0
12/24/16,C41,3,228,0
12/24/16,B00,3,19,1
12/24/16,B06,3,6,1
12/24/16,C42,3,33,1
12/7/16,C40,3,171,1
12/23/16,C40,3,368,0
12/5/16,C45,3,179,0
12/24/16,B15,3,124,1
12/24/16,C45,3,205,0
12/26/16,C42,3,31,0
12/14/16,D20,3,41,0
12/24/16,B01,3,94,1
12/23/16,C40,3,6,0
12/21/16,C20,3,20,1
12/23/16,C20,3,34,1
12/24/16,A20,3,38,1
12/24/16,D00,3,28,1
12/22/16,C40,3,52,1
12/27/16,C20,3,42,1
12/31/16,B20,3,12,0
12/25/16,C43,3,397,1
12/29/16,C40,3,34,1
12/1/16,C40,3,184,1
1/1/17,D00,3,474,1
1/4/17,C42,3,19,1
12/26/16,C40,3,81,0
12/31/16,C00,3,62,1
12/26/16,C25,3,251,1
12/29/16,C40,3,69,1
12/28/16,D06,3,140,1
12/31/16,D00,3,430,1
1/5/17,C00,3,33,1
12/31/16,C20,3,76,0
1/6/17,B02,3,42,0
1/5/17,C43,3,392,0
1/7/17,C41,3,481,1
1/8/17,A00,3,483,1
1/4/17,C41,3,103,0
1/6/17,C45,3,29,0
1/5/17,C40,3,146,1
1/4/17,D00,3,56,1
1/13/17,C43,3,485,1
12/27/16,C45,3,45,0
1/15/17,D02,3,487,1
12/27/16,B00,3,65,0
1/10/17,C44,3,116,0
12/15/16,C45,3,181,0
1/4/17,C21,3,69,0
1/10/17,C40,3,40,1
1/6/17,A00,3,404,1
1/10/17,D06,3,170,0
12/31/16,C43,3,61,1
12/27/16,C45,3,29,1
1/18/17,C45,3,424,1
1/17/17,B23,3,99,1
1/25/17,C40,3,34,1
1/4/17,B01,3,198,0
1/12/17,C41,3,40,1
1/27/17,C20,3,2,1
1/27/17,B40,3,12,1
1/25/17,C43,3,98,1
12/9/16,C41,3,76,0
1/28/17,C42,3,30,1
1/17/17,B01,3,67,1
1/19/17,C00,3,151,0
7/10/16,C45,3,237,0
11/14/16,C44,3,75,0
1/1/17,C20,3,203,1
12/29/16,C41,3,143,1
1/16/17,C41,3,116,0
1/23/17,A00,3,425,1
2/2/17,B07,3,30,1
2/4/17,C43,3,502,1
2/4/17,C40,3,47,0
2/4/17,C42,3,6,1
2/4/17,C48,3,57,0
12/29/16,C41,3,90,0
2/6/17,A00,3,513,1
2/6/17,C45,3,483,0
1/28/17,B01,3,80,1
2/11/17,D00,3,473,0
2/11/17,C40,3,36,0
12/31/16,C20,3,39,1
2/12/17,C45,3,467,1
2/12/17,A00,3,469,1
1/26/17,C20,3,159,0
2/12/17,C45,3,467,1
2/12/17,A00,3,469,1
1/29/17,C42,3,34,0
2/13/17,C47,3,448,0
2/14/17,A00,3,450,1
1/15/17,C45,3,13,0
1/23/17,C20,3,37,1
2/15/17,C45,3,434,0
2/15/17,A40,3,436,1
2/6/17,D00,3,422,1
2/16/17,C55,3,62,0
2/1/17,C42,3,122,0
1/16/17,D20,3,146,1
2/1/17,C40,3,152,0
2/21/17,C45,3,439,1
2/21/17,D00,3,437,1
2/21/17,B00,3,439,1
2/6/17,C45,3,388,0
2/12/17,C45,3,41,1
2/22/17,D00,3,403,0
2/22/17,C40,3,405,1
2/22/17,A00,3,407,1
1/26/17,D00,3,44,0
2/26/17,C45,3,396,1
2/27/17,D02,3,380,1
2/28/17,B00,3,0,1
2/28/17,C50,3,423,1
2/28/17,C24,3,39,1
2/16/17,D00,3,405,1
2/12/17,C40,3,147,1
2/10/17,C44,3,50,1
3/11/17,D00,3,411,1
3/11/17,C46,3,414,1
2/22/17,C50,3,22,0
2/28/17,D00,3,335,1
12/24/16,D00,3,287,1
1/30/17,D02,3,271,1
2/24/17,B27,3,15,0
2/15/17,C20,3,17,1
3/23/17,D00,3,379,1
3/23/17,C45,3,347,0
3/23/17,A00,3,316,0
3/26/17,C40,3,244,1
2/28/17,D02,3,109,0
3/16/17,C45,3,30,0
4/10/17,A40,3,228,1
4/10/17,C41,3,198,0
4/11/17,D00,3,207,1
4/11/17,C43,3,179,0
3/23/17,C20,3,2,0
4/11/17,D00,3,208,1
4/11/17,C41,3,217,1
4/11/17,D00,3,199,0
4/11/17,C41,3,208,1
4/12/17,C41,3,50,0
2/1/17,C41,3,38,1
3/4/17,C45,3,353,1
3/14/17,C44,3,112,1
4/7/17,C41,3,104,0
2/1/17,A00,3,108,0
4/29/17,C42,3,48,0
4/29/17,C65,3,18,1
4/30/17,D00,3,374,1
4/30/17,C41,3,378,1
4/30/17,C42,3,364,0
5/1/17,C41,3,320,1
5/6/17,D00,3,364,1
5/6/17,C41,3,368,1
5/6/17,D00,3,336,0
5/7/17,C41,3,347,1
5/7/17,D00,3,351,1
5/7/17,C41,3,355,1
5/7/17,D00,3,359,1
5/7/17,C41,3,363,1
2/21/17,A00,3,151,0
5/8/17,D00,3,362,1
2/20/17,C26,3,172,0
4/29/17,B00,3,355,0
5/14/17,C41,3,268,1
1/29/17,C42,3,43,0
5/27/17,D00,3,209,0
5/27/17,C41,3,218,1
5/15/17,C61,3,432,0
6/5/17,D00,3,237,1
6/7/17,C41,3,222,0
6/8/17,D00,3,227,0
6/10/17,C22,3,40,0
6/10/17,B01,3,7,0
6/12/17,C41,3,205,1
6/12/17,D00,3,177,0
6/12/17,C41,3,196,1
6/12/17,D00,3,205,1
6/13/17,C40,3,36,1
6/13/17,C00,3,48,1
4/29/17,C45,3,51,1
4/11/17,C20,3,172,0
6/24/17,C42,3,10,1
5/16/17,B28,3,58,0
4/18/17,D00,3,283,1
6/26/17,C21,3,135,0
6/14/17,C40,3,117,0
6/29/17,D04,3,188,1
6/30/17,D00,3,197,1
6/30/17,C41,3,189,1
6/30/17,D00,3,180,0
6/30/17,C41,3,154,0
7/1/17,B00,3,56,0
7/1/17,C26,3,63,1
7/1/17,C41,3,40,1
4/11/17,C45,3,139,1
7/2/17,C42,3,64,0
3/9/17,C45,3,35,1
7/2/17,C45,3,20,1
7/2/17,D00,3,213,1
7/2/17,C41,3,221,1
7/2/17,C47,3,2,1
7/2/17,C42,3,57,0
7/2/17,C42,3,1,1
7/3/17,C00,3,28,1
7/3/17,C47,3,18,1
7/3/17,D00,3,270,1
7/3/17,C41,3,244,0
7/3/17,D04,3,250,1
7/3/17,C41,3,248,0
7/4/17,B15,3,7,1
7/5/17,D00,3,301,1
7/6/17,D00,3,19,0
7/6/17,C41,3,300,1
7/6/17,D00,3,304,1
7/6/17,C41,3,308,1
6/26/17,C45,3,74,1
7/7/17,C41,3,12,1
7/2/17,D00,3,89,0
7/8/17,C42,3,5,0
7/8/17,C43,3,21,0
7/8/17,C01,3,131,0
6/25/17,C40,3,49,0
7/8/17,C42,3,4,0
7/8/17,A09,3,59,0
7/8/17,C24,3,26,1
6/29/17,D04,3,330,1
6/25/17,C25,3,335,1
7/8/17,B20,3,78,1
7/8/17,C00,3,9,1
7/9/17,C20,3,92,1
7/10/17,C45,3,30,1
7/10/17,C41,3,9,0
7/10/17,C40,3,28,1
7/10/17,B20,3,14,0
7/7/17,C42,3,99,0
7/11/17,D00,3,289,0
7/11/17,C41,3,285,0
7/11/17,A40,3,259,0
7/11/17,A00,3,32,1
7/11/17,B10,3,14,0
7/12/17,C01,3,20,0
7/12/17,C20,3,47,1
7/12/17,C45,3,19,1
7/12/17,C41,3,20,1
7/12/17,B00,3,7,1
7/12/17,D00,3,8,1
5/31/17,C23,3,101,1
6/4/17,C41,3,115,1
7/2/17,C41,3,28,1
7/9/17,C41,3,335,1
5/8/17,C41,3,185,1
7/9/17,D00,3,303,0
7/18/17,C41,3,259,0
7/19/17,D00,3,254,0
7/19/17,C24,3,57,0
5/10/17,C40,3,162,0
7/2/17,C45,3,92,0
7/22/17,C41,3,255,1
7/22/17,D00,3,229,0
7/26/17,C41,3,219,0
7/8/17,C45,3,179,1
7/16/17,C45,3,6,0
7/29/17,D00,3,227,1
7/29/17,C41,3,233,1
7/15/17,C60,3,44,0
7/2/17,C45,3,95,0
7/19/17,D02,3,105,1
7/20/17,C62,3,202,0
8/4/17,D04,3,239,1
8/4/17,C41,3,213,0
8/4/17,D00,3,221,1
8/4/17,C41,3,197,0
8/4/17,D04,3,189,0
8/4/17,C20,3,197,1
8/4/17,C20,3,205,1
8/4/17,C41,3,29,1
8/5/17,C41,3,230,1
8/5/17,D00,3,236,1
8/5/17,C41,3,242,1
7/20/17,C20,3,62,0
7/28/17,D20,3,36,1
7/16/17,C41,3,314,1
7/20/17,C44,3,230,0
8/4/17,C41,3,192,1
8/3/17,C45,3,53,1
8/2/17,B00,3,71,0
9/3/17,C47,3,70,0
9/3/17,C45,3,83,0
9/4/17,D00,3,4,0
9/5/17,C26,3,116,1
9/5/17,C02,3,10,1
9/5/17,A00,3,71,0
9/6/17,C47,3,31,1
9/7/17,C00,3,43,0
9/8/17,B00,3,0,1
8/31/17,D20,3,64,0
9/9/17,C48,3,98,0
9/9/17,C41,3,46,0
9/9/17,C44,3,5,1
9/9/17,C41,3,12,1
9/9/17,C40,3,83,0
7/17/17,D00,3,342,1
7/19/17,C45,3,154,0
9/10/17,A00,3,128,0
9/10/17,C41,3,18,1
9/14/17,B02,3,21,1
9/14/17,C60,3,5,1
9/14/17,C50,3,28,0
7/8/17,C45,3,276,1
9/15/17,C40,3,37,1
9/15/17,C44,3,35,0
9/15/17,C45,3,20,1
9/15/17,C42,3,36,0
9/15/17,A00,3,32,0
8/31/17,C20,3,71,1
9/16/17,D02,3,36,0
9/16/17,C55,3,6,1
9/8/17,C45,3,68,0
8/6/17,C45,3,8,0
9/17/17,C45,3,10,0
9/17/17,C41,3,17,0
8/29/17,C44,3,210,0
9/18/17,C45,3,47,1
9/19/17,C60,3,39,1
9/16/17,C60,3,26,1
9/17/17,D20,3,76,0
9/22/17,C42,3,18,0
9/17/17,C20,3,7,1
9/21/17,C45,3,3,1
9/26/17,C50,3,21,1
8/15/17,B20,3,55,0
9/10/17,C40,3,183,1
9/8/17,C44,3,65,1
10/1/17,C24,3,1,0
9/9/17,C40,3,371,1
9/8/17,B07,3,35,1
9/16/17,B21,3,19,1
9/22/17,C45,3,20,1
9/17/17,C41,3,192,0
9/26/17,C41,3,1,0
10/5/17,D20,3,8,0
10/10/17,C41,3,60,0
10/10/17,C20,3,74,0
9/16/17,C60,3,77,0
9/29/17,B07,3,203,1
9/27/17,C24,3,148,0
9/26/17,C20,3,5,1
9/28/17,D06,3,39,0
10/28/17,D00,3,26,0
10/9/17,C41,3,12,1
10/10/17,C45,3,60,0
10/11/17,C20,3,8,0
10/19/17,C41,3,4,1
10/31/17,C42,3,38,1
10/29/17,C20,3,22,0
10/6/17,C40,3,221,0
9/8/17,D01,3,89,0
11/15/17,C41,3,222,0
11/14/17,C10,3,15,1
10/17/17,C41,3,153,1
11/20/17,B06,3,54,1
11/20/17,C41,3,5,1
11/20/17,D20,3,23,0
11/14/17,C24,3,21,1
11/3/17,C45,3,27,1
11/15/17,D07,3,67,0
11/14/17,C45,3,48,1
10/16/17,C41,3,225,1
11/24/17,C00,3,5,1
11/24/17,B00,3,44,0
11/20/17,B53,3,33,1
11/23/17,C40,3,52,0
10/26/17,C41,3,147,0
11/18/17,D00,3,13,1
11/26/17,D20,3,48,0
12/1/17,B50,3,66,0
10/16/17,C26,3,132,0
11/27/17,C47,3,50,1
11/23/17,C45,3,165,0
11/29/17,C44,3,143,0
12/8/17,D20,3,77,0
12/10/17,C47,3,24,1
11/8/17,C20,3,40,0
11/15/17,C40,3,23,1
12/12/17,B00,3,143,0
12/26/17,B00,3,60,1
12/26/17,B22,3,159,0
12/26/17,C42,3,13,1
12/27/17,C28,3,178,0
12/9/17,B27,3,105,0
12/28/17,A10,3,12,1
12/28/17,C41,3,115,1
12/25/17,C40,3,27,1
12/29/17,A21,3,166,0
12/19/17,B40,3,83,1
12/29/17,D00,3,148,0
12/25/17,C20,3,58,0
12/20/17,C45,3,39,0
12/25/17,C45,3,126,0
12/25/17,D00,3,24,1
12/29/17,C41,3,79,0
11/20/17,C20,3,75,0
12/31/17,C20,3,69,0
12/27/17,C42,3,30,0
12/31/17,C33,3,45,1
12/27/17,C45,3,124,0
1/10/18,C41,3,80,0
1/10/18,C42,3,45,0
1/2/18,C20,3,85,0
1/10/18,C10,3,126,0
1/10/18,D20,3,163,0
1/2/18,C41,3,103,1
1/2/18,C45,3,85,1
1/10/18,C10,3,236,0
1/13/18,B07,3,37,1
12/29/17,D24,3,118,0
1/10/18,C20,3,29,1
1/10/18,D02,3,287,0
1/13/18,B23,3,301,0
1/15/18,C41,3,105,0
1/10/18,C24,3,135,0
1/16/18,A01,3,17,1
1/16/18,C62,3,108,1
1/16/18,C40,3,121,0
1/1/18,C41,3,127,0
12/27/17,C60,3,119,0
1/10/18,B01,3,12,1
1/7/18,C45,3,72,0
1/15/18,D02,3,364,0
1/2/18,C45,3,79,0
1/15/18,C00,3,398,0
1/22/18,C20,3,497,1
12/25/17,C40,3,161,0
1/15/18,B20,3,118,1
1/2/18,B20,3,40,0
1/23/18,B07,3,522,1
1/21/18,D30,3,360,0
11/17/17,A01,3,241,1
1/17/18,C41,3,196,0
1/12/18,C41,3,68,0
1/15/18,C41,3,50,1
1/16/18,C45,3,108,1
1/15/18,C26,3,254,0
2/1/18,C20,3,555,1
2/3/18,C00,3,570,1
1/26/18,A40,3,128,0
12/26/17,C41,3,177,0
1/1/18,C41,3,146,0
1/22/18,B20,3,382,0
2/5/18,A20,3,569,1
1/12/18,C20,3,99,0
1/21/18,C26,3,108,0
2/5/18,B20,3,156,0
2/1/18,C40,3,169,1
2/2/18,C20,3,149,0
2/7/18,B01,3,575,1
1/2/18,D00,3,215,1
1/3/18,C41,3,26,1
1/31/18,D02,3,435,0
2/8/18,D10,3,115,0
2/11/18,A00,3,591,1
2/7/18,D00,3,149,0
2/8/18,C44,3,104,0
2/7/18,C20,3,134,1
2/15/18,B01,3,602,1
2/16/18,D00,3,611,1
1/17/18,B20,3,119,0
1/22/18,A00,3,80,0
2/8/18,C41,3,42,1
2/15/18,D00,3,137,0
2/2/18,C33,3,299,0
2/17/18,B00,3,616,1
2/9/18,C45,3,154,0
2/22/18,C20,3,620,1
2/22/18,C44,3,166,0
2/10/18,C20,3,40,1
2/15/18,C45,3,8,0
2/27/18,C45,3,160,0
3/15/18,B07,3,17,1
3/23/18,C00,3,42,1
2/20/18,C41,3,141,0
3/23/18,C45,3,37,0
2/22/18,C26,3,357,0
11/17/17,C40,3,3,1
11/17/17,D00,3,23,1
4/5/18,C45,3,3,0
4/5/18,C20,3,19,0
3/29/18,D00,3,19,0
4/3/18,C40,3,67,0
3/22/18,B07,3,39,0
2/6/18,C44,3,215,0
4/16/18,B23,3,71,0
10/5/17,C45,3,229,0
2/2/18,C41,3,121,1
2/19/18,C44,3,28,1
5/3/18,C45,3,260,0
5/25/18,B40,3,41,1
6/19/18,C55,3,13,0
6/19/18,C22,3,44,0
6/14/18,C41,3,108,0
2/19/18,C40,3,159,0
2/20/18,C41,3,103,1
5/22/18,C40,3,46,1
9/3/18,C20,3,22,1
3/2/18,C20,3,32,0
11/5/18,C41,3,49,1
11/6/18,C20,3,177,0
11/6/18,C45,3,188,0
9/16/18,C20,3,49,0
10/28/18,C40,3,214,0
12/19/18,A00,3,297,0
11/5/18,C45,3,48,0
11/5/18,C45,3,68,0
11/5/18,C40,3,87,0
8/12/18,A03,3,343,0
11/5/18,C40,3,141,0
11/6/18,C20,3,167,0
12/24/18,C40,3,23,1
12/24/18,C45,3,57,1
1/2/19,B02,3,45,1
12/24/18,B00,3,31,0
1/2/19,C41,3,140,0
12/24/18,C45,3,202,0
12/24/18,C44,3,199,0
1/2/19,C42,3,223,0
10/27/18,C41,3,60,1
1/22/19,D00,3,200,1
1/21/19,C24,3,65,1
2/4/19,C41,3,174,0
2/8/19,D00,3,195,1
1/20/19,D00,3,51,1
1/18/19,C20,3,120,0
1/23/19,C40,3,221,0
2/9/19,C41,3,222,1
1/23/19,C26,3,106,1
2/10/19,C41,3,76,1
2/10/19,C45,3,217,0
2/3/19,C20,3,10,1
2/9/19,D00,3,278,1
2/9/19,C45,3,28,0
12/24/18,C45,3,119,0
1/2/19,D06,3,126,0
2/4/19,C45,3,43,1
1/25/19,B23,3,193,1
2/17/19,C41,3,289,1
2/18/19,C55,3,42,1
2/17/19,C40,3,152,1
2/20/19,C24,3,36,1
2/9/19,C55,3,28,1
2/13/19,C47,3,50,1
2/20/19,D00,3,314,1
2/21/19,C45,3,68,0
2/27/19,D00,3,232,1
2/10/19,C20,3,31,0
3/2/19,C43,3,283,1
3/2/19,D04,3,214,0
3/2/19,C43,3,232,1
2/11/19,C45,3,46,1
2/26/19,C41,3,49,0
2/19/19,C41,3,33,1
2/26/19,C41,3,316,1
2/27/19,C47,3,84,1
2/11/19,C45,3,15,1
2/18/19,C41,3,24,1
5/26/18,D00,3,110,1
2/20/19,C47,3,128,1
2/26/19,C45,3,17,0
2/24/19,C45,3,98,0
3/4/19,D02,3,28,1
2/28/19,C20,3,5,0
3/8/19,C45,3,130,1
3/7/19,D00,3,303,0
3/12/19,C47,3,74,0
3/8/19,C41,3,14,1
3/21/19,C41,3,89,0
3/21/19,C20,3,42,0
3/22/19,C47,3,82,0
2/22/19,C45,3,159,0
3/26/19,C41,3,227,0
3/17/19,C55,3,59,1
4/5/19,C41,3,55,0
4/7/19,C20,3,33,1
3/7/19,D06,3,56,0
4/9/19,D00,3,270,1
12/29/18,C41,3,137,1
4/6/19,D02,3,151,0
4/2/19,C45,3,96,0
12/24/18,D02,3,298,0
9/14/18,C45,3,309,0
6/8/19,C41,3,155,0
5/31/19,C20,3,123,0
6/2/19,C41,3,166,0
5/30/19,C40,3,143,0
4/8/19,C46,3,55,0
7/8/19,C20,3,110,1
7/20/19,C20,3,123,0
7/16/19,C41,3,99,1
2/11/19,C45,3,127,0
3/11/19,B22,3,127,0
7/22/19,C23,3,133,0
7/3/19,D02,3,156,1
6/13/19,C44,3,75,0
6/3/19,A02,3,275,0
7/22/19,C20,3,131,0
7/17/19,D00,3,162,1
7/25/19,C41,3,99,1
7/30/19,C26,3,30,1
4/8/19,C47,3,68,0
8/5/19,C44,3,0,1
8/2/19,C41,3,126,0
7/30/19,C20,3,64,1
3/9/19,B01,3,70,1
7/18/19,C55,3,42,0
8/3/19,C41,3,40,1
7/25/19,C41,3,108,1
7/30/19,B10,3,233,1
8/27/19,C45,3,10,1
8/7/19,A41,3,160,0
8/8/19,C45,3,35,1
8/6/19,C42,3,21,0
10/4/19,C50,3,27,0
10/14/19,C55,3,73,0
6/14/19,A40,3,366,0
9/12/19,C44,3,25,0
8/12/19,A40,3,31,0
9/1/19,C55,3,36,0
8/30/19,A02,3,247,0
9/8/19,C41,3,60,0
8/27/19,C41,3,139,0
8/10/19,C20,3,113,1
9/28/19,C40,3,53,1
11/11/19,C40,3,93,1
11/17/19,C21,3,57,1
11/10/19,B01,3,2,0
11/23/19,C20,3,13,1
11/17/19,C20,3,5,1
11/10/19,D00,3,159,1
12/12/19,C45,3,16,1
12/24/19,C41,3,38,1
6/20/19,B06,3,385,0
12/30/19,D01,3,85,0
11/11/19,C40,3,18,0
1/8/20,C41,3,169,0
7/25/19,D20,3,132,0
11/10/19,B10,3,303,0
1/3/20,C20,3,60,0
2/19/20,C00,3,39,0
9/22/20,D00,3,315,1
2/19/20,C20,3,64,0
6/30/20,C40,3,23,1
7/20/20,C40,3,553,0
9/30/20,B02,3,367,1
9/30/20,D00,3,402,1
10/1/20,B02,3,296,0
10/2/20,D00,3,103,0
10/2/20,B01,3,171,1
10/4/20,A00,3,53,0
9/30/20,B01,3,365,1
10/31/20,A41,3,117,1
10/31/20,B01,3,150,1
11/17/20,A00,3,125,0
1/18/20,C57,3,47,1
11/14/20,C45,3,205,1
12/8/20,B01,3,166,1
12/9/20,C40,3,148,0
11/30/20,C20,3,386,1
12/9/20,A40,3,199,1
12/9/20,B02,3,225,1
12/9/20,A00,3,147,0
11/30/20,C20,3,49,1
12/14/20,B02,3,177,1
12/14/20,A40,3,201,1
12/14/20,B02,3,222,1
11/14/20,B50,3,443,1
12/16/20,C40,3,11,0
12/16/20,D02,3,134,0
12/10/20,C57,3,90,0
8/8/20,C20,3,39,1
12/9/20,C25,3,46,1
2/3/21,A00,3,164,1
2/3/21,D00,3,102,0
12/28/20,C26,3,105,0
2/15/21,B02,3,47,0
2/15/21,D00,3,82,1
2/20/21,D00,3,33,0
2/20/21,B02,3,67,1
2/26/21,A00,3,24,0
2/6/21,C47,3,102,1
1/3/21,C25,3,61,1
12/8/20,B01,3,157,0
3/6/21,B01,3,58,1
3/6/21,A00,3,87,1
2/28/21,C45,3,77,1
3/8/21,C45,3,64,1
3/20/21,B01,3,114,1
3/20/21,D00,3,138,1
3/4/21,C57,3,198,1
2/28/21,C20,3,117,1
4/2/21,B01,3,160,1
4/2/21,A00,3,179,1
4/8/21,B23,3,164,0
4/8/21,D00,3,118,0
4/11/21,B10,3,139,1
4/11/21,D00,3,98,0
4/11/21,B00,3,119,1
4/11/21,D00,3,138,1
4/21/21,B01,3,157,1
3/24/21,C41,3,142,1
4/22/21,D00,3,174,1
4/25/21,B01,3,189,1
3/22/21,C00,3,243,1
4/24/21,D20,1,432,1
5/5/21,B23,3,374,1
3/15/21,B01,3,84,0
5/18/21,D20,1,384,1
5/26/21,A00,3,141,0
5/26/21,B01,3,160,1
6/15/21,D00,3,179,1
5/24/21,B23,3,425,1
6/18/21,D00,1,425,1
6/21/21,B06,3,10,0
6/21/21,C41,3,63,0
6/21/21,C44,3,40,1
6/21/21,C40,3,16,0
6/21/21,D00,3,61,1
6/21/21,B07,3,65,1
6/21/21,C42,3,6,0
6/21/21,B01,3,164,0
6/21/21,D00,3,182,1
4/21/21,C20,3,94,1
5/16/21,C47,3,140,0
7/1/21,C26,3,146,0
7/5/21,B02,3,109,0
6/24/21,B07,3,422,1
7/12/21,C23,3,64,1
7/4/21,C57,3,156,0
8/4/21,D00,3,137,1
8/5/21,B02,3,93,0
8/5/21,C21,3,116,1
8/6/21,C26,3,137,1
8/6/21,B00,3,98,0
8/9/21,C40,3,125,1
8/9/21,C44,3,116,0
8/11/21,B01,3,120,1
8/11/21,C21,3,137,1
8/12/21,C42,3,128,0
7/16/21,C20,3,175,0
7/9/21,A00,1,325,1
8/22/21,C40,3,673,1
8/22/21,B02,3,628,0
8/8/21,A06,3,310,0
8/29/21,C21,3,89,0
8/14/21,D00,3,17,0
8/30/21,C21,3,106,1
8/30/21,A00,3,78,0
9/1/21,C55,3,100,1
8/22/21,B07,3,327,1
8/29/21,C45,3,67,0
9/11/21,C21,3,47,0
8/20/21,C40,3,245,0
8/29/21,C45,3,48,1
6/29/21,C41,3,36,0
9/21/21,A06,3,249,1
9/23/21,C22,3,68,1
9/26/21,B01,3,41,0
9/7/21,C22,3,305,1
10/9/21,C42,3,6,0
10/10/21,C45,3,28,1
9/18/21,C26,3,34,0
10/14/21,C40,3,56,1
10/14/21,B01,3,31,0
10/15/21,C40,3,8,0
10/15/21,B01,3,8,0
10/16/21,D00,3,8,0
10/18/21,A06,3,8,0
8/26/21,B02,3,388,0
10/11/21,C47,3,98,1
10/24/21,C44,3,14,0
10/21/21,C23,3,138,1
9/4/21,D00,3,2,0
9/19/21,C20,3,0,1
11/18/21,C25,3,42,1
11/18/21,C21,3,18,0
9/14/21,C23,3,274,0
10/21/21,C20,3,72,0
9/20/21,C23,3,66,0
11/19/21,C40,3,319,0
11/27/21,C45,3,14,0
11/21/21,C47,3,31,0
11/17/21,C26,3,321,0
1/28/21,C41,5,129,0
1/30/21,C25,5,79,0
1/30/21,A00,5,80,0
1/30/21,C20,5,401,0
1/30/21,D00,5,457,0
1/31/21,D00,5,412,0
2/11/21,C20,5,88,0
2/11/21,C41,5,215,0
2/11/21,D02,5,130,0
2/11/21,A00,5,82,0
2/12/21,A00,5,186,1
2/12/21,C42,5,85,0
2/12/21,A40,5,56,0
2/11/21,C20,5,229,1
2/12/21,C55,5,55,0
2/12/21,C25,5,574,0
2/15/21,C42,5,194,1
